# Метеостанция Овруч, Украина, WMO_ID=33213, выборка с 01.01.2019 по 30.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=33213&lang=ru
#
"Местное время в Овруче";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.04.2019 03:00";"14.8";"";"";"";"68";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"29.04.2019 00:00";"16.2";"";"";"";"68";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.04.2019 21:00";"19.2";"741.0";"";"";"56";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.04.2019 18:00";"22.2";"740.0";"";"";"52";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.04.2019 15:00";"21.4";"741.0";"";"";"59";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.04.2019 12:00";"19.6";"741.0";"";"";"71";"";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.04.2019 09:00";"13.6";"";"";"";"92";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";"Дымка. ";"";"";"11.9";"";"";"";"";"";"";"4.0";"";"0.3";"12";"";"";"";"";
"28.04.2019 06:00";"12.5";"";"";"";"96";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"28.04.2019 03:00";"14.0";"";"";"";"91";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"28.04.2019 00:00";"15.6";"";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.04.2019 21:00";"16.0";"741.0";"";"";"75";"";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.04.2019 18:00";"22.2";"740.0";"";"";"46";"";"1";"";"";"";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.04.2019 15:00";"24.9";"";"";"";"27";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"27.04.2019 12:00";"23.0";"742.0";"";"";"45";"";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.04.2019 09:00";"15.9";"";"";"";"62";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"10.4";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"27.04.2019 06:00";"10.8";"744.0";"";"";"75";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.04.2019 03:00";"11.7";"745.0";"";"";"69";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.04.2019 00:00";"13.8";"";"";"";"61";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.04.2019 21:00";"19.1";"746.0";"";"";"44";"";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.04.2019 18:00";"23.2";"";"";"";"32";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.04.2019 15:00";"22.8";"747.0";"";"";"31";"";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.04.2019 12:00";"20.8";"749.0";"";"";"34";"";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.04.2019 09:00";"12.0";"750.0";"";"";"56";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.04.2019 06:00";"6.9";"751.0";"";"";"69";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.04.2019 03:00";"8.5";"751.0";"";"";"67";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.04.2019 00:00";"10.4";"";"";"";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.04.2019 21:00";"16.2";"";"";"";"42";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"21.6";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"25.04.2019 18:00";"21.0";"";"";"";"22";"Ветер, дующий с юга";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.04.2019 15:00";"21.2";"752.0";"";"";"20";"";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.04.2019 12:00";"18.2";"754.0";"";"";"27";"";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.04.2019 09:00";"11.6";"";"";"";"52";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"4.0";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"25.04.2019 06:00";"4.1";"";"";"";"72";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.04.2019 03:00";"6.8";"755.0";"";"";"71";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.04.2019 00:00";"8.0";"";"";"";"62";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.04.2019 21:00";"15.8";"754.0";"";"";"32";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.04.2019 18:00";"21.0";"754.0";"";"";"16";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.04.2019 15:00";"21.4";"755.0";"";"";"18";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.04.2019 12:00";"18.9";"756.0";"";"";"24";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.04.2019 09:00";"10.7";"757.0";"";"";"39";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.04.2019 06:00";"3.1";"";"";"";"67";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.04.2019 03:00";"5.3";"";"";"";"58";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"24.04.2019 00:00";"8.5";"";"";"";"49";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.04.2019 21:00";"13.8";"755.0";"";"";"39";"";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.04.2019 18:00";"19.0";"";"";"";"19";"Ветер, дующий с востока";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.04.2019 15:00";"19.2";"756.0";"";"";"20";"";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.04.2019 12:00";"18.0";"757.0";"";"";"25";"";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.04.2019 09:00";"11.4";"757.0";"";"";"36";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.04.2019 06:00";"1.3";"";"";"";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.04.2019 03:00";"3.3";"";"";"";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"23.04.2019 00:00";"5.1";"";"";"";"61";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.04.2019 21:00";"11.6";"756.0";"";"";"43";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.04.2019 18:00";"17.4";"755.0";"";"";"32";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.04.2019 15:00";"17.2";"755.0";"";"";"24";"";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.04.2019 12:00";"16.2";"";"";"";"28";"Ветер, дующий с востока";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.04.2019 09:00";"9.0";"";"";"";"43";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"3.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"22.04.2019 06:00";"3.4";"";"";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.04.2019 03:00";"7.4";"753.0";"";"";"63";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.04.2019 00:00";"10.0";"";"";"";"57";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.04.2019 21:00";"11.5";"752.0";"";"";"56";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.04.2019 18:00";"15.4";"";"";"";"31";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.04.2019 15:00";"16.4";"750.0";"";"";"28";"";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.04.2019 12:00";"16.2";"750.0";"";"";"24";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.04.2019 09:00";"8.5";"751.0";"";"";"57";"";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.04.2019 06:00";"5.9";"";"";"";"67";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.04.2019 03:00";"6.4";"";"";"";"70";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"21.04.2019 00:00";"7.8";"";"";"";"59";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2019 21:00";"14.1";"752.0";"";"";"34";"";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.04.2019 18:00";"16.1";"752.0";"";"";"26";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.04.2019 15:00";"16.6";"754.0";"";"";"21";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.04.2019 12:00";"14.2";"755.0";"";"";"25";"";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.04.2019 09:00";"9.4";"";"";"";"54";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"0.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"20.04.2019 06:00";"0.2";"";"";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2019 03:00";"1.7";"";"";"";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"20.04.2019 00:00";"4.3";"";"";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2019 21:00";"9.2";"";"";"";"51";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"15.5";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"19.04.2019 18:00";"14.0";"756.0";"";"";"26";"";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.04.2019 15:00";"14.9";"756.0";"";"";"31";"";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.04.2019 12:00";"13.5";"";"";"";"33";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2019 09:00";"8.6";"";"";"";"47";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"5.5";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"19.04.2019 06:00";"6.1";"";"";"";"48";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2019 03:00";"7.9";"";"";"";"43";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"19.04.2019 00:00";"10.3";"";"";"";"45";"Ветер, дующий с северо-востока";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2019 21:00";"11.0";"754.0";"";"";"57";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.04.2019 18:00";"17.6";"754.0";"";"";"41";"";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.04.2019 15:00";"16.6";"755.0";"";"";"31";"";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.04.2019 12:00";"13.9";"757.0";"";"";"36";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.04.2019 09:00";"9.0";"";"";"";"64";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"0.7";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"18.04.2019 06:00";"1.0";"";"";"";"88";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2019 03:00";"4.9";"757.0";"";"";"75";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.04.2019 00:00";"8.2";"";"";"";"59";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2019 21:00";"11.0";"755.0";"";"";"54";"";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.04.2019 18:00";"15.8";"754.0";"";"";"28";"";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.04.2019 15:00";"15.6";"";"";"";"31";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"17.04.2019 12:00";"13.0";"753.0";"";"";"45";"";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.04.2019 09:00";"6.9";"";"";"";"64";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"5.5";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"17.04.2019 06:00";"5.6";"";"";"";"69";"Ветер, дующий с севера";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2019 03:00";"8.0";"";"";"";"76";"Ветер, дующий с севера";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2019 00:00";"9.3";"";"";"";"82";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2019 21:00";"7.5";"751.0";"";"";"94";"";"1";"";"";"";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.04.2019 18:00";"7.7";"750.0";"";"";"91";"";"1";"";"";"";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.04.2019 15:00";"7.0";"";"";"";"93";"Ветер, дующий с востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.04.2019 12:00";"5.7";"749.0";"";"";"92";"";"2";"";"";"";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.04.2019 09:00";"4.5";"749.0";"";"";"92";"";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.04.2019 06:00";"3.3";"";"";"";"88";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.04.2019 03:00";"3.5";"750.0";"";"";"78";"";"2";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.04.2019 00:00";"4.6";"751.0";"766.7";"";"68";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.8";"";"";"";"";"";"";
"15.04.2019 21:00";"5.4";"752.0";"";"";"54";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.04.2019 18:00";"7.8";"751.0";"";"";"42";"";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.04.2019 15:00";"8.9";"";"";"";"37";"Ветер, дующий с северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"15.04.2019 12:00";"7.4";"";"";"";"39";"Ветер, дующий с севера";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2019 09:00";"2.9";"";"";"";"60";"Ветер, дующий с севера";"3";"";"";"Облаков нет.";" ";"";"";"-1.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"15.04.2019 06:00";"-1.3";"";"";"";"68";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2019 03:00";"1.3";"752.0";"";"";"58";"";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.04.2019 00:00";"3.6";"";"";"";"47";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2019 21:00";"7.1";"";"";"";"60";"Ветер, дующий с севера";"3";"";"";"Облаков нет.";" ";"";"";"";"12.2";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"14.04.2019 18:00";"10.8";"";"";"";"44";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2019 15:00";"11.5";"750.0";"";"";"35";"";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.04.2019 12:00";"9.3";"751.0";"";"";"36";"";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.04.2019 09:00";"3.9";"";"";"";"58";"Ветер, дующий с северо-запада";"1";"";"";"20–30%.";" ";"";"";"-0.6";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"14.04.2019 06:00";"-0.3";"";"";"";"66";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2019 03:00";"2.5";"";"";"";"63";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"14.04.2019 00:00";"5.2";"";"";"";"48";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2019 21:00";"8.4";"750.0";"";"";"39";"";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.04.2019 18:00";"13.0";"";"";"";"25";"Ветер, дующий с востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2019 15:00";"12.2";"750.0";"";"";"26";"";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.04.2019 12:00";"9.0";"";"";"";"36";"Ветер, дующий с востока";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2019 09:00";"3.7";"750.0";"";"";"63";"";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.04.2019 06:00";"1.5";"750.0";"";"";"80";"";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.04.2019 03:00";"2.9";"";"";"";"81";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"13.04.2019 00:00";"5.1";"";"";"";"76";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2019 21:00";"8.6";"";"";"";"66";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"11.2";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"12.04.2019 18:00";"11.0";"";"";"";"50";"Ветер, дующий с севера";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2019 15:00";"8.8";"748.0";"";"";"55";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.04.2019 12:00";"6.5";"";"";"";"61";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2019 09:00";"4.6";"748.0";"";"";"59";"";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.04.2019 06:00";"4.2";"747.0";"";"";"60";"";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.04.2019 03:00";"6.3";"746.0";"";"";"55";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.04.2019 00:00";"8.5";"";"";"";"47";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.04.2019 21:00";"11.3";"746.0";"";"";"41";"";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.04.2019 18:00";"13.6";"745.0";"";"";"32";"";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.04.2019 15:00";"14.0";"745.0";"";"";"32";"";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.04.2019 12:00";"12.3";"";"";"";"44";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.04.2019 09:00";"7.0";"";"";"";"68";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"6.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"11.04.2019 06:00";"6.5";"746.0";"";"";"53";"";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.04.2019 03:00";"7.8";"";"";"";"59";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
"11.04.2019 00:00";"9.2";"";"";"";"55";"Ветер, дующий с севера";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2019 21:00";"10.6";"";"";"";"56";"Ветер, дующий с севера";"1";"";"";"60%.";" ";"";"";"";"16.0";"";"";"";"";"";"10.0";"";"Осадков нет";"6";"";"";"";"";
