# Метеостанция Минск, Беларусь, WMO_ID=26850, выборка с 01.01.2015 по 31.12.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26850&lang=ru
#
"Местное время в Минске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.06.2015 09:00";"13.7";"750.1";"770.9";"0.0";"68";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"8.1";"";"";"";"";"";"";"20.0";"7.8";"";"";"";"";"";"";
"05.06.2015 06:00";"8.9";"750.1";"771.3";"0.7";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"5.6";"";"";"";"";"";"";
"05.06.2015 03:00";"9.8";"749.4";"770.5";"1.1";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"5.1";"";"";"";"";"";"";
"05.06.2015 00:00";"11.6";"748.3";"769.2";"1.1";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"5.1";"";"";"";"";"";"";
"04.06.2015 21:00";"15.5";"747.2";"767.9";"0.7";"46";"Ветер, дующий с северо-северо-запада";"1";"";"10";"20–30%.";" ";"";"";"";"20.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"3.8";"";"";"";"";"";"";
"04.06.2015 18:00";"18.1";"746.5";"766.9";"0.3";"41";"Ветер, дующий с западо-северо-запада";"2";"";"10";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"4.5";"";"";"";"";"";"";
"04.06.2015 15:00";"19.7";"746.2";"766.5";"0.3";"37";"Ветер, дующий с западо-северо-запада";"2";"";"10";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"4.6";"";"";"";"";"";"";
"04.06.2015 12:00";"17.6";"745.9";"766.3";"0.9";"46";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"5.8";"";"";"";"";"";"";
"04.06.2015 09:00";"15.1";"745.0";"765.4";"1.5";"56";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"12.6";"";"";"";"";"";"";"20.0";"6.2";"";"";"";"";"";"";
"04.06.2015 06:00";"13.0";"743.5";"764.6";"0.3";"";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"5.3";"";"";"";"";"";"";
"04.06.2015 03:00";"15.9";"743.2";"763.7";"2.7";"49";"Ветер, дующий с северо-запада";"3";"";"11";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"5.0";"";"";"";"";"";"";
"04.06.2015 00:00";"22.4";"740.5";"760.5";"0.1";"63";"Ветер, дующий с юго-запада";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"15.1";"";"";"";"";"";"";
"03.06.2015 21:00";"25.0";"740.4";"760.1";"-0.7";"48";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"26.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"13.2";"";"";"";"";"";"";
"03.06.2015 18:00";"26.5";"741.1";"760.7";"-0.6";"44";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"13.2";"";"";"";"";"";"";
"03.06.2015 15:00";"26.7";"741.7";"761.3";"-0.4";"43";"Ветер, дующий с юго-юго-запада";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"13.1";"";"";"";"";"";"";
"03.06.2015 12:00";"25.0";"742.1";"761.8";"3.7";"47";"Ветер, дующий с юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.9";"";"";"";"";"";"";
"03.06.2015 09:00";"22.0";"738.4";"762.1";"-3.9";"63";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"17.5";"";"";"";"";"";"";"20.0";"14.5";"";"";"";"";"";"";
"03.06.2015 06:00";"17.5";"742.3";"762.5";"0.2";"78";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"13.6";"";"";"";"";"";"";
"03.06.2015 03:00";"19.5";"742.1";"762.2";"0.1";"66";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"12.9";"";"";"";"";"";"";
"03.06.2015 00:00";"20.9";"742.0";"762.1";"0.3";"59";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"12.6";"";"";"";"";"";"";
"02.06.2015 21:00";"24.4";"741.7";"761.5";"0.0";"45";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"26.2";"";"";"";"";"";"20.0";"11.8";"";"";"";"";"";"";
"02.06.2015 18:00";"26.2";"741.7";"761.4";"-0.9";"40";"Ветер, дующий с юго-юго-запада";"4";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"11.5";"";"";"";"";"";"";
"02.06.2015 15:00";"24.7";"742.6";"762.4";"-0.7";"42";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.0";"";"";"";"";"";"";
"02.06.2015 12:00";"23.9";"743.3";"763.2";"";"47";"Ветер, дующий с востоко-юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.0";"";"";"";"";"";"";
"02.06.2015 09:00";"20.3";"743.3";"763.3";"0.1";"51";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"9.9";"";"";"";"";"";"";"15.0";"9.9";"";"";"";"";"";"";
"02.06.2015 06:00";"11.5";"743.2";"763.9";"-0.3";"84";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"8.9";"";"";"";"";"";"";
"02.06.2015 03:00";"11.3";"743.5";"764.2";"-0.2";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"8.2";"";"";"";"";"";"";
"02.06.2015 00:00";"13.9";"743.7";"764.3";"0.4";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"8.1";"";"";"";"";"";"";
"01.06.2015 21:00";"20.3";"743.3";"763.5";"-0.4";"38";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"22.8";"";"";"";"";"";"20.0";"5.6";"";"";"";"";"";"";
"01.06.2015 18:00";"22.2";"743.7";"763.7";"-0.9";"36";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.2";"";"";"";"";"";"";
"01.06.2015 15:00";"21.7";"744.6";"764.7";"-0.6";"38";"Ветер, дующий с юго-юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.8";"";"";"";"";"";"";
"01.06.2015 12:00";"18.9";"745.2";"765.5";"-0.1";"45";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.5";"";"";"";"";"";"";
"01.06.2015 09:00";"17.2";"745.3";"765.7";"0.4";"54";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"8.3";"";"";"";"";"";"";"20.0";"7.7";"";"";"";"";"";"";
"01.06.2015 06:00";"9.1";"744.9";"766.0";"0.8";"92";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.8";"";"";"";"";"";"";
"01.06.2015 03:00";"10.3";"744.1";"765.0";"0.3";"87";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.2";"";"";"";"";"";"";
"01.06.2015 00:00";"11.4";"743.8";"764.6";"0.8";"77";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.4";"";"";"";"";"";"";
"31.05.2015 21:00";"16.5";"743.0";"763.4";"0.4";"50";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"20.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.1";"";"";"";"";"";"";
"31.05.2015 18:00";"18.9";"742.6";"762.9";"-0.2";"40";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.0";"";"";"";"";"";"";
"31.05.2015 15:00";"18.5";"742.8";"763.0";"0.6";"41";"Ветер, дующий с северо-северо-запада";"1";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.1";"";"";"";"";"";"";
"31.05.2015 12:00";"16.9";"742.2";"762.5";"1.1";"47";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.5";"";"";"";"";"";"";
"31.05.2015 09:00";"12.5";"741.1";"761.8";"1.7";"68";"Ветер, дующий с запада";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"12.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"6.7";"Следы осадков";"12";"";"";"";"";
"31.05.2015 06:00";"12.5";"739.4";"760.0";"1.2";"91";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"11.0";"";"";"";"";"";"";
"31.05.2015 03:00";"13.4";"738.2";"758.7";"0.0";"84";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"13.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"15.0";"10.7";"";"";"";"";"";"";
"31.05.2015 00:00";"16.6";"738.2";"758.5";"0.6";"63";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"15.0";"9.5";"";"";"";"";"";"";
"30.05.2015 21:00";"20.2";"737.6";"757.6";"0.1";"48";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"21.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"8.8";"";"";"";"";"";"";
"30.05.2015 18:00";"21.9";"737.5";"757.3";"-0.5";"40";"Ветер, дующий с северо-запада";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.7";"";"";"";"";"";"";
"30.05.2015 15:00";"20.8";"738.0";"758.0";"-0.7";"39";"Ветер, дующий с северо-запада";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.4";"";"";"";"";"";"";
"30.05.2015 12:00";"19.4";"738.7";"758.9";"-0.1";"39";"Ветер, дующий с северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.0";"";"";"";"";"";"";
"30.05.2015 09:00";"16.3";"738.8";"759.4";"-0.2";"64";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"9.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"9.5";"";"";"";"";"";"";
"30.05.2015 06:00";"10.0";"739.0";"759.8";"0.0";"88";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-слоистые, покрывающие все небо.";"15.0";"8.1";"";"";"";"";"";"";
"30.05.2015 03:00";"11.1";"739.0";"759.7";"0.1";"82";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"8.2";"";"";"";"";"";"";
"30.05.2015 00:00";"13.1";"738.9";"759.4";"1.0";"69";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-слоистые, покрывающие все небо.";"15.0";"7.4";"";"";"";"";"";"";
"29.05.2015 21:00";"17.6";"737.9";"758.1";"0.4";"47";"Ветер, дующий с северо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"20.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.2";"";"";"";"";"";"";
"29.05.2015 18:00";"19.3";"737.5";"757.6";"-0.3";"41";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.5";"";"";"";"";"";"";
"29.05.2015 15:00";"18.6";"737.8";"757.9";"-0.2";"44";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.1";"";"";"";"";"";"";
"29.05.2015 12:00";"18.4";"738.0";"758.2";"-0.2";"44";"Ветер, дующий с северо-северо-запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"5.8";"";"";"";"";"";"";
"29.05.2015 09:00";"15.3";"738.2";"758.5";"0.1";"66";"Ветер, дующий с северо-запада";"1";"";"";"40%.";" ";"";"";"7.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.9";"";"";"";"";"";"";
"29.05.2015 06:00";"7.7";"738.1";"759.0";"-0.1";"80";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.5";"";"";"";"";"";"";
"29.05.2015 03:00";"8.2";"738.2";"759.1";"0.1";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"6.2";"";"";"";"";"";"";
"29.05.2015 00:00";"9.5";"738.1";"758.9";"-0.1";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"6.7";"";"";"";"";"";"";
"28.05.2015 21:00";"13.5";"738.2";"758.7";"0.2";"60";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"14.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.9";"Следы осадков";"12";"";"";"";"";
"28.05.2015 18:00";"14.8";"738.0";"758.4";"0.3";"61";"Ветер, дующий с запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"15.0";"7.3";"";"";"";"";"";"";
"28.05.2015 15:00";"13.0";"737.7";"758.2";"0.2";"74";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"15.0";"8.4";"";"";"";"";"";"";
"28.05.2015 12:00";"13.6";"737.5";"757.9";"0.9";"68";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"7.7";"";"";"";"";"";"";
"28.05.2015 09:00";"11.0";"736.6";"757.2";"0.6";"78";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"9.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"15.0";"7.3";"";"";"";"";"";"";
"28.05.2015 06:00";"9.9";"736.0";"756.7";"0.6";"85";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"7.4";"";"";"";"";"";"";
"28.05.2015 03:00";"9.4";"735.4";"756.1";"0.7";"89";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"15.0";"7.7";"";"";"";"";"";"";
"28.05.2015 00:00";"9.4";"734.7";"755.3";"0.0";"89";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"15.0";"7.6";"";"";"";"";"";"";
"27.05.2015 21:00";"10.0";"734.7";"755.3";"0.8";"91";"Ветер, дующий с северо-северо-запада";"1";"";"10";"100%.";" ";"";"";"";"20.6";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"40%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"15.0";"8.5";"0.3";"12";"";"";"";"";
"27.05.2015 18:00";"12.9";"733.9";"754.3";"1.2";"88";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"20–30%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"15.0";"10.9";"";"";"";"";"";"";
"27.05.2015 15:00";"20.1";"732.7";"752.5";"0.3";"71";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"14.7";"";"";"";"";"";"";
"27.05.2015 12:00";"20.0";"732.4";"752.2";"-0.8";"74";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"15.0";"15.1";"";"";"";"";"";"";
"27.05.2015 09:00";"15.8";"733.2";"753.1";"0.0";"88";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"14.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"200-300";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"15.0";"13.8";"6.0";"12";"";"";"";"";
"27.05.2015 06:00";"14.2";"733.2";"753.4";"-0.7";"97";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"15.0";"13.8";"";"";"";"";"";"";
"27.05.2015 03:00";"16.5";"733.9";"754.0";"-0.3";"76";"Ветер, дующий с северо-северо-запада";"2";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.3";"";"";"";"";"";"";
"27.05.2015 00:00";"19.5";"734.2";"754.2";"0.1";"70";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"13.9";"";"";"";"";"";"";
